,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship
2315,10095,10095,0,0,2014,46,GD Harpur,51,Doctor of Philosophy,Male,1,785,White,C52,Sociology,12522.71,Harpur Doctor of Philosophy,0,32712.71,20190,0,0.189837323,-0.247429791,-0.656617735,3.6,3.58,3.3,0,0,0,0,0,0,-0.15,3,3.49,1.4,GD Harpur,White
2316,10095,10095,0,0,2014,23,GD Harpur,28,Doctor of Philosophy,Male,1,786,White,C22,Economics,6758.71,Harpur Doctor of Philosophy,0,26948.71,20190,0,0.44507691,-0.270924925,-2.013093886,3.08,3.13,0,0,0,0,0,0,0,0.05,2,3.11,0.4,GD Harpur,White
2317,7569,0,0,0,2014,26,GD Watson,31,Doctor of Philosophy,Female,1,787,Asia,R87,Industrial and Systems Enginee,1695.35,Industrial and Systems Eng PhD,0,9264.35,7569,0,-1.417250616,-0.308648876,2.188338296,3.9,0,0,0,0,0,0,0,0,0,1,3.9,0,GD Non-Harpur,Asia
2318,10095,10095,8325,8325,2014,20,GD Harpur,25,Doctor of Philosophy,Female,1,788,China,C34,Mathematics,6938.5,Harpur Doctor of Philosophy,0,43778.5,36840,0,-1.025936525,0.72541591,3.888300732,3.9,3.9,3.5,3.85,0,0,0,0,0,-0.05,4,3.79,1.4,GD Harpur,China
2319,7569,7569,0,0,2014,27,GD Watson,32,Doctor of Philosophy,Male,1,789,Other International Students,R92,Computer Science,13535.99,Computer Science PhD,0,28673.99,15138,0,-1.710025453,-0.326961377,3.007832179,3.23,2.77,0.77,0,0,0,0,0,0,-1.23,3,2.26,1,GD Non-Harpur,White
2320,10095,10095,5435,0,2014,22,GD Grad School,27,Doctor of Philosophy,Male,1,790,White,H23,Materials Science and Engr,5569.5,Graduate School PhD,0,31194.5,25625,0,0.613553288,0.105270963,-1.409523012,3.65,3.08,3.5,0,0,0,0,0,0,-0.08,3,3.41,1,GD Non-Harpur,White
2321,10095,10095,3624,4077,2014,35,GD Harpur,40,Doctor of Philosophy,Female,1,791,White,C09,Art History,18290.55,Harpur Doctor of Philosophy,0,46181.55,27891,0,0.3853965,-0.240658058,-1.2874026,3.8,4,3.3,3.3,0,0,0,0,0,-0.22,4,3.6,2,GD Harpur,White
2322,0,8325,8325,0,2014,27,GD Nursing,32,Doctor of Philosophy,Female,1,792,China,D99,Nursing,27221.74,Nursing PhD,0,43871.74,16650,0,0.060871707,-0.079338844,-0.210545754,4,3.84,4,4,0,0,0,0,0,0.02,4,3.96,1.4,GD Non-Harpur,China
2323,5435,5545,4158,0,2017,34.3,GD Nursing,37,Doctor of Philosophy,Female,1,793,White,D99,Nursing,22355.59,Nursing PhD,0,37493.59,15138,0,-0.250327932,0.326271919,0.865845329,4,3.53,3.75,4,3.87,0,0,0,0,0.02,5,3.83,2,GD Non-Harpur,White
2324,0,0,0,0,2014,23,GD Watson,28,Doctor of Philosophy,Male,0,794,China,R96,Electrical Engineering,33705.99,Electrical Engineering PhD,0,33705.99,0,0,-0.026546366,0.225804802,1.362235205,3.78,3.6,3.33,0,0,0,0,0,0,-0.23,3,3.57,1,GD Non-Harpur,China
2325,0,1296,0,0,2014,31,GD Nursing,36,Doctor of Philosophy,Female,1,795,White,D99,Nursing,3837.9,Nursing PhD,0,5133.9,1296,0,-0.050150867,0.065365537,0.173464038,4,4,4,0,0,0,0,0,0,0,3,4,1,GD Non-Harpur,White
2326,7569,7569,8325,8325,2014,25,GD Watson,30,Doctor of Philosophy,Female,1,796,China,R98,Mechanical Engineering,10006.5,Mechanical Engineering PhD,0,41794.5,31788,0,3.79E-16,-5.79E-16,-1.21E-15,3.9,3.67,4,4,0,0,0,0,0,0.06,4,3.89,1.4,GD Non-Harpur,China
2327,0,0,0,0,2015,25,GD Watson,29,Doctor of Philosophy,Female,0,797,Asia,R91,Biomedical Engineering,12889.75,Bioengineering PhD,0,12889.75,0,0,-1.159844376,-0.378090312,1.129527638,3.71,0,0,0,0,0,0,0,0,0,1,3.71,0,GD Non-Harpur,Asia
2328,7569,7569,8325,8325,2014,33,GD Watson,38,Doctor of Philosophy,Female,1,798,Asia,R87,Industrial and Systems Enginee,14082.47,Industrial and Systems Eng PhD,0,51458.47,37376,0,-1.183344302,-0.364397894,1.212983773,3.9,3.9,4,4,0,0,0,0,0,0.04,4,3.95,4.8,GD Non-Harpur,Asia
2329,0,0,0,0,2017,54,GD CCPA,56,Doctor of Education,Female,0,799,White,E99,Educational Theory and Practic,4666,Education EDD,0,4666,0,0,0.120681848,-0.157294066,-0.417419716,4,4,0,0,0,0,0,0,0,0,2,4,0.4,GD Non-Harpur,White
2330,0,8325,8325,0,2015,24.3,GD Watson,29,Doctor of Philosophy,Male,1,800,China,R96,Electrical Engineering,16560.39,Electrical Engineering PhD,0,35060.39,18500,0,-0.580757524,0.117303932,1.649491015,3.57,3.67,3.9,0,0,0,0,0,0,0.16,3,3.71,2.6,GD Non-Harpur,China
2331,11105,11105,0,0,2015,29,GD Harpur,33,Doctor of Philosophy,Male,1,801,Hispanic or Latino,C47,Clinical Psychology,7027.81,Harpur Doctor of Philosophy,0,29237.81,22210,0,-0.624169371,0.179747391,1.12788048,3.21,3.24,0,0,0,0,0,0,0,0.03,2,3.23,0.4,GD Harpur,White
2332,11105,11105,0,0,2015,25,GD Harpur,29,Doctor of Philosophy,Male,1,802,White,C43,Political Science,20507.31,Harpur Doctor of Philosophy,0,42717.31,22210,0,1.080674539,0.036231993,-1.318565424,3.23,3.53,0,0,0,0,0,0,0,0.3,2,3.38,0.4,GD Harpur,White
2333,11105,11105,11325,11325,2017,25,GD Management,27,Doctor of Philosophy,Female,1,803,India,B99,Management PHD,8344.7,Management PhD,0,53204.7,44860,0,0.212673067,-0.166734179,-0.954696918,4,3.92,3.67,3.67,0,0,0,0,0,-0.12,4,3.81,1.4,GD Non-Harpur,White
2334,11105,11105,0,0,2015,23,GD Harpur,27,Doctor of Philosophy,Male,1,804,Europe,C34,Mathematics,13366.56,Harpur Doctor of Philosophy,0,35576.56,22210,0,-0.953562171,-0.082162695,2.214186448,3.67,3.9,0,0,0,0,0,0,0,0.23,2,3.78,0.4,GD Harpur,White
2335,0,8325,0,0,2015,31,GD Watson,35,Doctor of Philosophy,Male,1,805,Asia,R87,Industrial and Systems Enginee,12121.56,Industrial and Systems Eng PhD,0,20446.56,8325,0,-0.867677725,-0.205178049,1.247533723,3.9,4,0,0,0,0,0,0,0,0.1,2,3.95,0.4,GD Non-Harpur,Asia
2336,10175,11105,0,0,2015,24,GD Grad School,28,Doctor of Philosophy,Male,1,806,Asia,H23,Materials Science and Engr,9531.86,Graduate School PhD,0,30811.86,21280,0,0.399112767,0.093717113,-0.590823672,3.28,3.19,0,0,0,0,0,0,0,-0.09,2,3.24,0.8,GD Non-Harpur,Asia
2337,0,0,0,0,2015,39,GD Harpur,43,Doctor of Philosophy,Male,0,807,White,C60,Translation Studies,60215.6,Harpur Doctor of Philosophy,0,60215.6,0,0,1.094893892,-2.373292975,0.339426018,4,4,3.44,4,0,0,0,0,0,-0.06,4,3.86,3.4,GD Harpur,White
2338,8325,8325,8325,925,2015,27,GD Watson,31,Doctor of Philosophy,Male,1,808,Asia,R98,Mechanical Engineering,6324.31,Mechanical Engineering PhD,0,32224.31,25900,0,-0.120056592,0.017682148,0.394058799,4,4,3.9,0,0,0,0,0,0,-0.05,3,3.97,2,GD Non-Harpur,Asia
2339,5435,5435,5435,4530,2015,24,GD Harpur,28,Doctor of Philosophy,Male,1,809,White,C29,History,4112,Harpur Doctor of Philosophy,0,24947,20835,0,1.127645162,-0.178658688,-2.448012484,3.8,3.67,3.77,3.74,0,0,0,0,0,-0.01,4,3.74,1.4,GD Harpur,White
2340,0,0,0,0,2015,43.3,GD Watson,48,Doctor of Philosophy,Male,0,810,White,R93,Systems Science,3046.05,Systems Science PhD,0,3046.05,0,0,0.141241584,-0.184091173,-0.488532641,0,0,0,0,0,0,0,0,0,0,0,0,0,GD Non-Harpur,White
2341,11105,11105,8496,944,2017,29,GD Harpur,31,Doctor of Philosophy,Female,1,811,Asia,C29,History,7430.9,Harpur Doctor of Philosophy,0,39080.9,31650,0,-1.513433699,-0.303219293,1.581277142,3.8,3.9,3.63,0,0,0,0,0,0,-0.09,3,3.78,1.4,GD Harpur,Asia
2342,11105,11105,7325,0,2015,22,GD Harpur,26,Doctor of Philosophy,Male,1,812,White,C34,Mathematics,13805.81,Harpur Doctor of Philosophy,0,43340.81,29535,0,0.095015496,-0.312901232,-0.469667954,3.53,3.53,3.85,0,0,0,0,0,0,0.16,3,3.64,1,GD Harpur,White
2343,5435,5435,0,0,2015,22,GD Harpur,26,Doctor of Philosophy,Female,1,813,White,C13,Biological Sciences,8285.31,Harpur Doctor of Philosophy,0,19155.31,10870,0,0.06004902,-0.555260076,-1.582598674,4,3.89,0,0,0,0,0,0,0,-0.11,2,3.95,0.4,GD Harpur,White
2344,0,0,0,0,2015,29,GD Education,33,Doctor of Education,Female,0,814,Asia,E99,Educational Theory and Practic,10102.75,Education EDD,0,10102.75,0,0,-1.564194613,-0.513916559,1.192568723,0,0,0,0,0,0,0,0,0,0,0,0,0,GD Non-Harpur,Asia
2345,11105,11105,5435,4983,2015,49,GD Harpur,53,Doctor of Philosophy,Female,1,815,White,C43,Political Science,39791.31,Harpur Doctor of Philosophy,0,72419.31,32628,0,0.235539122,-0.288732025,-1.242938972,3.67,2.67,3.43,2.97,0,0,0,0,0,-0.13,4,3.18,1.4,GD Harpur,White
2346,0,0,0,0,2015,34,GD Harpur,38,Doctor of Philosophy,Female,0,816,Unknown,C60,Translation Studies,41532.5,Harpur Doctor of Philosophy,0,41532.5,0,0,0.178622922,-0.232813187,-0.617828867,3.87,3.87,3.42,4,0,0,0,0,0,-0.01,4,3.79,3.4,GD Harpur,White
2347,11105,11105,0,0,2016,27,GD Harpur,30,Doctor of Philosophy,Male,1,817,White,C52,Sociology,2266,Harpur Doctor of Philosophy,0,24476,22210,0,-0.215031074,0.315778076,-0.147084886,3.9,0,0,0,0,0,0,0,0,0,1,3.9,0.4,GD Harpur,White
2348,925,0,0,0,2015,21,GD Watson,25,Doctor of Philosophy,Male,1,818,Asian,R92,Computer Science,193.06,Computer Science PhD,0,1118.06,925,0,-0.63377141,-0.260927067,0.272179201,3.9,3.57,4,4,0,0,0,0,0,0.07,4,3.87,2,GD Non-Harpur,White
2349,0,0,0,0,2015,25,GD Harpur,29,Doctor of Philosophy,Female,0,819,China,C22,Economics,25677.25,Harpur Doctor of Philosophy,0,25677.25,0,0,-0.920028917,0.878429171,3.444999835,3.17,3,0,0,0,0,0,0,0,-0.17,2,3.08,0.4,GD Harpur,China
2350,11105,11105,11105,0,2015,23,GD Harpur,27,Doctor of Philosophy,Male,1,820,Europe,C43,Political Science,5255.56,Harpur Doctor of Philosophy,0,38570.56,33315,0,1.087504291,0.097510928,-2.503806784,3.9,3.9,3.43,0,0,0,0,0,0,-0.24,3,3.74,1,GD Harpur,White
2351,11105,0,0,0,2015,27,GD Harpur,31,Doctor of Philosophy,Male,1,821,Hispanic or Latino,C33,Comparative Literature,925.5,Harpur Doctor of Philosophy,0,12030.5,11105,0,0.835081674,-0.177602849,-2.84752055,3.85,0,0,0,0,0,0,0,0,0,1,3.85,0,GD Harpur,White
2352,11105,11105,8325,8325,2015,22,GD Harpur,26,Doctor of Philosophy,Female,1,822,China,C34,Mathematics,9965.56,Harpur Doctor of Philosophy,0,48825.56,38860,0,-0.319923201,-0.147130194,0.895457923,3.67,4,4,4,0,0,0,0,0,0.1,4,3.92,1.4,GD Harpur,China
2353,11105,11105,5435,4077,2016,27,GD Harpur,30,Doctor of Philosophy,Male,1,823,White,C29,History,4288.62,Harpur Doctor of Philosophy,0,36010.62,31722,0,-2.180222244,-0.245445381,2.926425628,3.9,3.3,3.57,3.69,0,0,0,0,0,-0.04,4,3.61,1.4,GD Harpur,White
2354,5435,5435,4530,4530,2015,22,GD Harpur,26,Doctor of Philosophy,Female,1,824,White,C29,History,6611.37,Harpur Doctor of Philosophy,0,31524.37,24913,0,1.423900247,-0.024757677,-3.68441803,3.77,3.57,3.82,3.67,3.4,0,0,0,0,-0.06,5,3.64,2.4,GD Harpur,White
2355,11105,11105,4077,453,2015,36,GD Harpur,40,Doctor of Philosophy,Male,1,825,Unknown,C52,Sociology,4447.75,Harpur Doctor of Philosophy,0,31187.75,26740,0,-0.938193127,-0.105038169,3.408711336,3.9,4,4,0,0,0,0,0,0,0.05,3,3.97,2.4,GD Harpur,White
2356,11105,11105,0,0,2015,22,GD Harpur,26,Doctor of Philosophy,Male,1,826,White,C22,Economics,1976.31,Harpur Doctor of Philosophy,0,24186.31,22210,0,1.060732208,-0.077389696,-2.826249851,3.1,3.2,0,0,0,0,0,0,0,0.1,2,3.15,0.4,GD Harpur,White
2357,11105,11105,0,0,2015,25,GD Harpur,29,Doctor of Philosophy,Female,1,827,Asia,C52,Sociology,3467.25,Harpur Doctor of Philosophy,0,25677.25,22210,0,-0.128898741,-0.004256336,0.334229606,3.8,4,0,0,0,0,0,0,0,0.2,2,3.9,0.4,GD Harpur,Asia
2358,8325,8325,0,0,2015,25,GD Harpur,29,Doctor of Philosophy,Male,1,828,China,C34,Mathematics,3592.56,Harpur Doctor of Philosophy,0,20242.56,16650,0,-0.065736852,0.243284809,1.43896282,3.3,3.7,0,0,0,0,0,0,0,0.4,2,3.5,0.4,GD Harpur,China
2359,0,0,0,0,2015,23,GD Harpur,27,Doctor of Philosophy,Male,0,829,White,C52,Sociology,24241,Harpur Doctor of Philosophy,0,24241,0,0,-0.719474633,-0.428688319,-0.666347794,3.2,0,0,0,0,0,0,0,0,0,1,3.2,0.4,GD Harpur,White
2360,11105,11105,4077,4077,2015,22,GD Harpur,26,Doctor of Philosophy,Male,1,830,Hispanic or Latino,C34,Mathematics,6163.62,Harpur Doctor of Philosophy,0,44681.62,38518,0,-0.046899361,-0.060732509,0.138845778,3.67,4,3.97,4,4,3.85,0,0,0,0.03,6,3.91,2.4,GD Harpur,White
2361,11105,11105,11105,11105,2015,25,GD Harpur,29,Doctor of Philosophy,Female,1,831,China,C22,Economics,7135.56,Harpur Doctor of Philosophy,0,51555.56,44420,0,-0.147202129,-0.170787843,0.682586307,3.91,3.9,3.57,3.8,0,0,0,0,0,-0.07,4,3.79,1.4,GD Harpur,China
2362,11105,0,0,0,2015,22,GD Harpur,26,Doctor of Philosophy,Male,1,832,White,C43,Political Science,925.5,Harpur Doctor of Philosophy,0,12030.5,11105,0,0.720685918,-0.05675104,-1.200899103,3.5,0,0,0,0,0,0,0,0,0,1,3.5,0,GD Harpur,White
2363,0,0,0,0,2015,30,GD Harpur,34,Doctor of Philosophy,Female,0,833,Asia,C60,Translation Studies,10072.75,Harpur Doctor of Philosophy,0,10072.75,0,0,0.010406901,-0.013564125,-0.035995849,3.5,0,0,0,0,0,0,0,0,0,1,3.5,0,GD Harpur,Asia
2364,0,0,0,0,2015,28,GD Harpur,32,Doctor of Philosophy,Female,0,834,Asia,C60,Translation Studies,10102.75,Harpur Doctor of Philosophy,0,10102.75,0,0,0.122550915,-0.159730166,-0.423884528,3.7,0,0,0,0,0,0,0,0,0,1,3.7,0,GD Harpur,Asia
2365,8325,0,0,0,2016,23.3,GD Harpur,27,Doctor of Philosophy,Female,1,835,China,C34,Mathematics,1964.5,Harpur Doctor of Philosophy,0,10289.5,8325,0,-0.305336249,-0.42633729,0.341721137,2,0,0,0,0,0,0,0,0,0,1,2,0,GD Harpur,China
2366,0,0,0,0,2015,21,GD Harpur,25,Doctor of Philosophy,Female,0,836,China,C34,Mathematics,36610.25,Harpur Doctor of Philosophy,0,36610.25,0,0,-1.006731424,0.059924645,1.907150881,3.43,3.1,3.5,0,0,0,0,0,0,0.03,3,3.34,1,GD Harpur,China
2367,11105,11105,8325,5550,2015,22,GD Watson,26,Doctor of Philosophy,Male,1,837,Asia,R98,Mechanical Engineering,7128.56,Mechanical Engineering PhD,0,43213.56,36085,0,-0.784340006,-0.154403846,1.286085808,4,3.85,0,0,0,0,0,0,0,-0.15,2,3.92,1.4,GD Non-Harpur,Asia
2368,0,0,0,0,2015,26,GD Harpur,30,Doctor of Philosophy,Male,0,838,White,C09,Art History,15420.1,Harpur Doctor of Philosophy,0,15420.1,0,0,1.613692264,-3.15623011,1.792971133,2.65,3.9,0,0,0,0,0,0,0,1.25,2,3.27,0.4,GD Harpur,White
2369,5435,5435,4077,4077,2015,23,GD Harpur,27,Doctor of Philosophy,Male,1,839,White,C49,Physics,4359.31,Harpur Doctor of Philosophy,0,24289.31,19930,0,1.064365116,0.253464762,-2.155793878,3.77,3.77,4,3.93,0,0,0,0,0,0.07,4,3.87,2.4,GD Harpur,White
2370,8325,8325,0,0,2015,32,GD Watson,36,Doctor of Philosophy,Male,1,840,Asia,R93,Systems Science,3796.56,Systems Science PhD,0,20446.56,16650,0,-1.273539046,2.496455382,-0.53206115,4,4,0,0,0,0,0,0,0,0,2,4,0.4,GD Non-Harpur,Asia
2371,11105,11105,7400,0,2015,29,GD Harpur,33,Doctor of Philosophy,Female,1,841,Africa,C22,Economics,5100.75,Harpur Doctor of Philosophy,0,34710.75,29610,0,-1.457465569,-0.348428324,2.118283623,3.18,3,4,0,0,0,0,0,0,0.41,3,3.39,1,GD Harpur,Africa
2372,11105,11105,8325,8325,2015,25,GD Grad School,29,Doctor of Philosophy,Male,1,842,Asia,H23,Materials Science and Engr,7100.25,Graduate School PhD,0,45960.25,38860,0,-0.437300625,0.022656963,1.330861238,4,3.91,0,0,0,0,0,0,0,-0.09,2,3.96,1.4,GD Non-Harpur,Asia
2373,8325,0,0,0,2015,31,GD Harpur,35,Doctor of Philosophy,Female,1,843,China,C60,Translation Studies,1717.75,Harpur Doctor of Philosophy,0,10042.75,8325,0,0.389325515,0.366668385,-0.053688301,0,0,0,0,0,0,0,0,0,0,0,0,0,GD Harpur,China
2374,0,0,925,925,2015,25,GD Watson,29,Doctor of Philosophy,Male,1,844,China,R95,Electrical and Computer Engr,28435.5,Electrical Engineering PhD,0,31210.5,2775,0,-0.757782305,0.045907774,1.669183337,4,3.88,0,0,0,0,0,0,0,-0.12,2,3.94,2,GD Non-Harpur,China
2375,8325,8325,8325,925,2015,32,GD Watson,36,Doctor of Philosophy,Female,1,845,Asia,R92,Computer Science,8364.56,Computer Science PhD,0,34264.56,25900,0,-0.448081317,0.019908274,1.338736885,3.77,3.77,3.7,0,0,0,0,0,0,-0.04,3,3.74,2,GD Non-Harpur,Asia
2376,11105,11105,0,0,2015,31,GD Management,35,Doctor of Philosophy,Male,1,846,Asia,B99,Management PHD,3592.56,Management PhD,0,25802.56,22210,0,-0.604109055,0.96402956,-0.689819927,3.91,3.9,0,0,0,0,0,0,0,-0.01,2,3.9,0.4,GD Non-Harpur,Asia
2377,11105,11105,8325,8325,2015,22,GD Watson,26,Doctor of Philosophy,Female,1,847,China,R95,Electrical and Computer Engr,17548.84,Electrical Engineering PhD,0,60146.84,42598,0,-0.292790368,0.170031846,1.482457762,4,4,4,3.9,0,0,0,0,0,-0.03,4,3.98,3.4,GD Non-Harpur,China
2378,11105,11105,8325,0,2015,27,GD Harpur,31,Doctor of Philosophy,Female,1,848,China,C15,Chemistry,5748.06,Harpur Doctor of Philosophy,0,36283.06,30535,0,-0.748341977,-0.005584236,2.18629662,3.46,3,0,0,0,0,0,0,0,-0.46,2,3.23,1,GD Harpur,China
2379,925,8325,0,0,2015,21,GD Watson,25,Doctor of Philosophy,Male,1,849,India,R91,Biomedical Engineering,2875.05,Bioengineering PhD,0,12125.05,9250,0,-0.779854736,-0.347383198,0.213176158,2.92,3.26,4,4,0,0,0,0,1,0.4,4,3.54,2.4,GD Non-Harpur,White
2380,11105,11105,8325,8325,2015,30,GD Harpur,34,Doctor of Philosophy,Male,1,850,Africa,C15,Chemistry,10061.51,Harpur Doctor of Philosophy,0,51715.51,41654,0,-0.747512662,-0.339137132,0.189549217,1,3.88,3.85,3.7,0,0,0,0,0,0.81,4,3.11,3,GD Harpur,Africa
2381,11105,11105,8325,8325,2015,26,GD Watson,30,Doctor of Philosophy,Female,1,851,China,R95,Electrical and Computer Engr,12532.33,Electrical Engineering PhD,0,55130.33,42598,0,-0.675906582,-0.371265175,0.762879279,3.77,3.9,4,4,0,0,0,0,0,0.08,4,3.92,3.4,GD Non-Harpur,China
2382,0,0,0,0,2015,23,GD Harpur,27,Doctor of Philosophy,Male,1,852,Black or African American,C15,Chemistry,22301.5,Harpur Doctor of Philosophy,0,22301.5,0,0,-0.062486708,0.081443801,0.216131792,0,0,0,0,0,0,0,0,0,0,0,0,0,GD Harpur,White
2383,0,0,0,0,2015,30,GD Watson,34,Doctor of Philosophy,Female,0,853,Asian,R93,Systems Science,1725.25,Systems Science PhD,0,1725.25,0,0,-0.225095529,0.29338456,0.778570377,3.65,2.98,2.7,0,0,0,0,0,0,-0.48,3,3.11,1,GD Non-Harpur,White
2384,8325,8325,0,0,2015,23,GD Watson,27,Doctor of Philosophy,Male,1,854,White,R92,Computer Science,18279.36,Computer Science PhD,0,34929.36,16650,0,-0.678471633,-0.107727163,1.275034178,3.77,2.3,3,3.3,0,0,0,0,0,-0.07,4,3.09,3.4,GD Non-Harpur,White
2385,0,0,0,0,2015,29,GD Watson,33,Doctor of Philosophy,Male,0,855,Asia,R92,Computer Science,35099.25,Computer Science PhD,0,35099.25,0,0,-2.029703452,-0.732816034,2.514374183,3.5,4,3.67,0,0,0,0,0,0,0.08,3,3.72,1,GD Non-Harpur,Asia
2386,0,0,0,0,2016,41.3,GD Watson,45,Doctor of Philosophy,Female,0,856,Asian,R87,Industrial and Systems Enginee,21996.4,Industrial and Systems Eng PhD,0,21996.4,0,0,0.123536026,-0.296556721,-1.79093406,1.7,0,0,0,0,0,0,0,0,0,1,1.7,3,GD Non-Harpur,White
2387,0,0,0,0,2016,26.3,GD Watson,30,Doctor of Philosophy,Male,0,857,Asia,R87,Industrial and Systems Enginee,10391.5,Industrial and Systems Eng PhD,0,10391.5,0,0,-1.26571275,-0.424766995,1.140579268,3.43,0,0,0,0,0,0,0,0,0,1,3.43,0,GD Non-Harpur,Asia
2388,8325,0,0,0,2016,26.3,GD Watson,30,Doctor of Philosophy,Male,1,858,Europe,R98,Mechanical Engineering,1996.5,Mechanical Engineering PhD,0,10321.5,8325,0,-3.254292353,2.449312744,9.892819438,3.67,0,0,0,0,0,0,0,0,0,1,3.67,0,GD Non-Harpur,White
2389,0,0,0,0,2017,53.3,GD Nursing,56,Doctor of Philosophy,Female,0,859,White,D99,Nursing,11798,Nursing PhD,0,11798,0,0,-0.292381937,0.381084185,1.011303584,3.3,3.43,4,4,0,0,0,0,0,0.27,4,3.68,1.6,GD Non-Harpur,White
2390,11105,11105,11105,8325,2016,25,GD Harpur,28,Doctor of Philosophy,Male,1,860,Asia,C29,History,10440.18,Harpur Doctor of Philosophy,0,61520.18,51080,0,-1.240504415,1.279466743,4.492474946,4,4,4,4,4,0,0,0,0,0,5,4,2.4,GD Harpur,Asia
2391,11105,11105,5435,4530,2016,22,GD Harpur,25,Doctor of Philosophy,Male,1,861,White,C29,History,4522.62,Harpur Doctor of Philosophy,0,36697.62,32175,0,0.571227679,0.17164955,-0.625120162,3.57,3.57,4,3.88,0,0,0,0,0,0.14,4,3.75,1.4,GD Harpur,White
2392,8325,0,0,0,2016,36,GD Harpur,39,Doctor of Philosophy,Female,1,862,Asia,C13,Biological Sciences,1848,Harpur Doctor of Philosophy,0,10173,8325,0,-0.15780912,0.205684936,0.545837169,4,0,0,0,0,0,0,0,0,0,1,4,0,GD Harpur,Asia
2393,11105,11105,8325,8325,2016,27,GD Harpur,30,Doctor of Philosophy,Female,1,863,Asia,C01,Anthropology,10116.77,Harpur Doctor of Philosophy,0,48976.77,38860,0,-1.141498497,-0.016012402,1.837332992,3.57,4,3.87,4,0,0,0,0,0,0.12,4,3.86,2,GD Harpur,Asia
2394,5435,5435,4077,4077,2016,26,GD Harpur,29,Doctor of Philosophy,Male,1,864,Asian,C45,Behavioral Neuroscience,5330.62,Harpur Doctor of Philosophy,0,24354.62,19024,0,-0.329356444,-0.246436874,0.018842445,3.13,3.2,3,3.23,0,0,0,0,0,0.01,4,3.14,1.4,GD Harpur,White
2395,11105,11105,4077,4077,2016,23,GD Harpur,26,Doctor of Philosophy,Male,1,865,Hispanic or Latino,C45,Behavioral Neuroscience,35080.32,Harpur Doctor of Philosophy,0,65906.32,30826,0,0.025006318,-0.05914053,-1.211570129,3.72,3.72,3.35,4,0,0,0,0,0,0.05,4,3.7,2.8,GD Harpur,White
2396,11105,11105,4530,4077,2016,32,GD Harpur,35,Doctor of Philosophy,Female,1,866,White,C46,Cognitive Psychology,4475.12,Harpur Doctor of Philosophy,0,35292.12,30817,0,-0.106578649,0.445110131,1.17426743,3.9,3.96,3.76,3.8,0,0,0,0,0,-0.05,4,3.85,1.4,GD Harpur,White
2397,11105,11105,5435,5435,2016,26,GD Harpur,29,Doctor of Philosophy,Male,1,867,Hispanic or Latino,C43,Political Science,9487.02,Harpur Doctor of Philosophy,0,42567.02,33080,0,-0.092978387,-0.263339062,-0.907322053,3.57,3.9,3.23,2.53,0,0,0,0,0,-0.38,4,3.31,1.8,GD Harpur,White
2398,0,0,0,0,2016,44.3,GD Watson,48,Doctor of Philosophy,Male,0,868,Asia,R87,Industrial and Systems Enginee,34111.5,Industrial and Systems Eng PhD,0,34111.5,0,0,0.088907711,-0.115880354,-0.307517924,3.65,3.8,4,0,0,0,0,0,0,0.17,3,3.82,2.6,GD Non-Harpur,Asia
2399,11105,11105,8325,8325,2016,29,GD Harpur,32,Doctor of Philosophy,Male,1,869,Unknown,C29,History,10281.36,Harpur Doctor of Philosophy,0,49141.36,38860,0,-1.820337391,1.229766091,4.865092308,3.43,3,2.77,3.16,0,0,0,0,0,-0.1,4,3.09,2,GD Harpur,White
2400,11105,5435,4077,4077,2016,27,GD Harpur,30,Doctor of Philosophy,Female,1,870,White,C46,Cognitive Psychology,4219.81,Harpur Doctor of Philosophy,0,28913.81,24694,0,0.738651266,-0.225505313,-2.199521573,3.58,3.82,3.3,4,0,0,0,0,0,0.07,4,3.68,1.4,GD Harpur,White
2401,5435,0,4077,4530,2016,22,GD Harpur,25,Doctor of Philosophy,Male,1,871,Unknown,C29,History,11003.11,Harpur Doctor of Philosophy,0,29665.11,18662,0,-1.613869347,-0.219969809,2.479521086,3.43,3.7,3.87,3.88,3.7,0,0,0,0,0.07,5,3.72,2,GD Harpur,White
2402,11105,0,0,0,2016,26,GD Harpur,29,Doctor of Philosophy,Male,1,872,White,C26,Geology,1025.5,Harpur Doctor of Philosophy,0,12130.5,11105,0,0.839762212,-0.429842023,-3.976671449,3.9,0,0,0,0,0,0,0,0,0,1,3.9,0,GD Harpur,White
2403,8325,0,0,0,2016,22,GD Harpur,25,Doctor of Philosophy,Male,1,873,China,C34,Mathematics,14851.11,Harpur Doctor of Philosophy,0,23176.11,8325,0,-0.319326263,0.305281314,1.782306443,3.8,3.68,3.15,3.31,0,0,0,0,0,-0.2,4,3.48,1.4,GD Harpur,China
